pid,block,trial,keypress,rt,ori,stim,fam,cond,acc
1,3,59,p,0.8382245829998283,1,141,0,New,1
1,3,60,p,0.7733222499991825,1,19,1,Famous,0
2,1,1,q,0.533931959000256,2,135,0,New,0
2,1,2,p,0.7695715420013585,3,52,1,Famous,0
2,1,3,q,0.452891124999951,3,129,0,New,0
2,1,4,p,0.7226187090000167,3,89,0,New,1
2,1,5,p,0.6192929579992779,1,56,1,Famous,0
2,1,6,q,0.618737291000798,3,57,1,Famous,1
2,1,7,q,0.7647259580007812,3,45,1,Famous,1
2,1,9,p,0.43917941699874063,1,52,0,New,1
2,1,10,q,0.4615749170006893,1,54,1,Famous,1
2,1,11,q,0.39013645900013216,3,19,1,Famous,1
2,1,12,p,0.4973829590016976,2,18,0,New,1
2,1,13,q,0.3065896660009457,1,42,0,New,0
2,1,14,q,0.5493927910010825,3,5,1,Famous,1
2,1,15,q,0.6196890420014824,1,44,1,Famous,1
2,1,16,q,0.4971881250003207,1,83,0,New,0
2,1,17,p,0.5481694580012118,2,59,1,Famous,0
2,1,18,q,0.4910288749997562,2,9,0,New,0
2,1,19,q,0.4938729589994182,2,14,0,New,0
2,1,20,p,0.4682768330003455,2,38,1,Famous,0
2,1,21,p,0.6123008330014272,2,8,1,Famous,0
2,1,22,q,0.535594333001427,3,124,0,New,0
2,1,23,q,0.4696105830007582,3,13,1,Famous,1
2,1,24,p,0.7078132919996278,2,4,1,Famous,0
2,1,25,p,0.46495270900049945,3,39,1,Famous,0
2,1,26,q,0.4570017079986428,1,105,0,New,0
2,1,27,q,0.3508866249994753,2,66,0,New,0
2,1,28,q,0.5332578329998796,2,2,0,New,0
2,1,29,p,0.4660433750013908,3,12,1,Famous,0
2,1,30,p,0.5462832499997603,1,51,0,New,1
2,1,31,q,0.45771337499900255,1,139,0,New,0
2,1,32,p,0.4654580000005808,1,28,1,Famous,0
2,1,33,q,0.5792395419994136,1,32,0,New,0
2,1,34,p,0.4571127499984868,2,104,0,New,1
2,1,35,q,0.30197491600119974,3,50,0,New,0
2,1,36,p,0.39554183300060686,3,78,0,New,1
2,1,37,q,0.3556865000009566,3,36,0,New,0
2,1,38,p,0.8647909999999683,2,43,1,Famous,0
2,1,39,q,0.4920035000013741,2,84,0,New,0
2,1,40,p,0.457775834000131,1,150,0,New,1
2,1,41,q,0.4563412909992622,2,35,1,Famous,1
2,1,42,p,0.3875838330004626,3,48,1,Famous,0
2,1,43,q,0.35985120800069126,2,95,0,New,0
2,1,44,p,0.3904834160002793,2,81,0,New,1
2,1,45,q,0.6978556249996473,1,41,1,Famous,1
2,1,46,p,0.5353063330003351,3,144,0,New,1
2,1,47,q,0.5442231249999168,3,26,1,Famous,1
2,1,48,q,0.5330064999998285,3,146,0,New,0
2,1,49,p,0.6069992079992517,1,42,1,Famous,0
2,1,50,q,0.7016950840006757,3,46,1,Famous,1
2,1,51,q,0.7663693750000675,1,79,0,New,0
2,1,52,p,0.4440866670011019,3,120,0,New,1
2,1,53,p,0.5417116659991734,2,31,1,Famous,0
2,1,54,q,0.781587708999723,2,33,1,Famous,1
2,1,55,p,0.4611158750012691,2,17,1,Famous,0
2,1,56,q,0.37859866699909617,2,97,0,New,0
2,1,57,p,0.4611628749989905,1,50,1,Famous,0
2,1,58,q,0.4005163750007341,3,57,0,New,0
2,1,59,p,0.703791750000164,3,37,1,Famous,0
2,1,60,p,0.5356234170012613,1,36,1,Famous,0
2,2,1,p,0.4968470840012742,3,92,0,New,1
2,2,2,q,0.6197429999992892,1,39,1,Famous,1
2,2,3,q,0.6202499169994553,2,19,1,Famous,1
2,2,4,p,0.4369484579983691,3,1,0,New,1
2,2,5,q,0.4675759589990776,3,42,1,Famous,1
2,2,6,q,0.3911122919998888,2,13,0,New,0
2,2,7,p,0.4686477089999243,1,13,1,Famous,0
2,2,8,p,0.5306563329995697,1,110,0,New,1
2,2,9,q,0.4681191250001575,3,33,1,Famous,1
2,2,10,p,0.5457596670003113,1,35,1,Famous,0
2,2,11,q,0.3742767499988986,3,91,0,New,0
2,2,12,p,0.439632707999408,2,62,0,New,1
2,2,13,q,0.46716612500131305,3,44,1,Famous,1
2,2,14,p,0.3878597919992899,2,52,1,Famous,0
2,2,15,q,0.5505438749987661,2,57,1,Famous,1
2,2,16,q,0.3596995419993618,3,59,0,New,0
2,2,17,p,0.34932316599952173,3,33,0,New,1
2,2,18,q,0.38646712500121794,1,4,1,Famous,1
2,2,19,q,0.6148144580001826,1,48,1,Famous,1
2,2,20,p,0.46301237499938,3,54,1,Famous,0
2,2,21,q,0.5457389580005838,2,37,1,Famous,1
2,2,22,p,0.393119750000551,3,43,1,Famous,0
2,2,23,q,0.458861541999795,2,107,0,New,0
2,2,24,p,0.34197854100057157,3,7,0,New,1
2,2,25,p,0.6189038750017062,3,51,1,Famous,0
2,2,26,q,0.38067600000067614,3,8,1,Famous,1
2,2,27,q,0.4569447500016395,3,153,0,New,0
2,2,28,p,0.496112875000108,1,68,0,New,1
2,2,29,q,0.4916475840000203,3,60,0,New,0
2,2,30,p,0.4657770829999208,1,26,1,Famous,0
2,2,31,q,0.3822122080000554,1,136,0,New,0
2,2,32,p,0.4520155000009254,3,128,0,New,1
2,2,33,q,0.4550789579989214,2,145,0,New,0
2,2,34,p,0.4690473750015371,2,36,1,Famous,0
2,2,35,q,0.5496444170003087,2,46,1,Famous,1
2,2,36,q,0.3912809580015164,2,61,0,New,0
2,2,37,p,0.30634637500043027,2,22,0,New,1
2,2,38,p,0.4593629590017372,3,126,0,New,1
2,2,39,q,0.5445992919994751,3,28,1,Famous,1
2,2,40,p,0.3519637909994344,2,90,0,New,1
2,2,41,p,0.5337587920002989,3,131,0,New,1
2,2,42,p,0.687101708001137,1,122,0,New,1
2,2,43,q,0.46260358300060034,3,31,1,Famous,1
2,2,44,q,0.4689454579965968,3,50,1,Famous,1
2,2,45,p,0.4606353330018465,3,38,1,Famous,0
2,2,46,q,0.4735950840004079,3,17,1,Famous,1
2,2,47,p,0.4065719579994038,2,94,0,New,1
2,2,48,q,0.544911167002283,1,5,1,Famous,1
2,2,49,p,0.5147375409978849,1,59,1,Famous,0
2,2,50,q,0.4481901250001102,1,75,0,New,0
2,2,51,p,0.465361041999131,1,12,0,New,1
2,2,52,q,0.6904497499999707,3,41,1,Famous,1
2,2,53,p,0.5409672499990847,3,37,0,New,1
2,2,54,p,0.3533961659995839,3,45,0,New,1
2,2,55,q,0.4676740830000199,2,45,1,Famous,1
2,2,56,q,0.45089945799918496,3,27,0,New,0
2,2,57,p,0.4632912919987575,2,141,0,New,1
2,2,58,q,0.46809358300015447,2,56,1,Famous,1
2,2,59,p,0.4685049999970943,2,12,1,Famous,0
2,2,60,q,0.48286533299688017,3,80,0,New,0
2,3,1,q,0.5480260420008563,2,26,1,Famous,1
2,3,2,p,0.4551252919991384,3,106,0,New,1
2,3,3,q,0.4656185420026304,3,21,0,New,0
2,3,4,q,0.3675644170034502,1,28,0,New,0
2,3,5,p,0.6861282089994347,2,148,0,New,1
2,3,6,p,0.5395091659993341,2,5,1,Famous,0
2,3,7,q,0.5474370839983749,2,42,1,Famous,1
2,3,8,p,0.6833879579971835,1,151,0,New,1
2,3,9,q,0.4652481250013807,2,44,1,Famous,1
2,3,10,p,0.4321682909976517,1,10,0,New,1
2,3,11,q,0.40053783399707754,1,49,0,New,0
2,3,12,p,0.350428791000013,1,88,0,New,1
2,3,13,p,0.4613510830022278,3,36,1,Famous,0
2,3,14,q,0.462276957998256,3,4,1,Famous,1
2,3,15,p,0.46183545899839373,1,8,1,Famous,0
2,3,16,q,0.36041991599995526,1,39,0,New,0
2,3,17,q,0.3958271670016984,2,73,0,New,0
2,3,18,p,0.544553708001331,1,38,1,Famous,0
2,3,19,q,0.3832542919990374,2,130,0,New,0
2,3,20,p,0.7826588329990045,1,33,1,Famous,0
2,3,21,q,0.4537205830019957,3,108,0,New,0
2,3,22,p,0.5437528330003261,3,56,1,Famous,0
2,3,23,p,0.5439858749996347,2,39,1,Famous,0
2,3,24,q,0.3690288329999021,3,44,0,New,0
2,3,25,q,0.532599541998934,1,138,0,New,0
2,3,26,q,0.49378737499864656,2,16,0,New,0
2,3,27,p,0.4876878340000985,1,98,0,New,1
2,3,28,p,0.4364010410026822,2,17,0,New,1
2,3,29,q,0.46228216699819313,3,116,0,New,0
2,3,30,q,0.47604837500330177,1,51,1,Famous,1
2,3,31,p,0.46922108299986576,2,41,1,Famous,0
2,3,32,q,0.5525596670013329,1,17,1,Famous,1
2,3,33,p,0.545387624999421,1,43,1,Famous,0
2,3,34,q,0.5394143330013321,1,57,1,Famous,1
2,3,35,p,0.5454226660003769,2,28,1,Famous,0
2,3,36,q,0.6267823750022217,3,93,0,New,0
2,3,37,p,0.5480071669990139,1,45,1,Famous,0
2,3,38,q,0.4613288750006177,2,48,1,Famous,1
2,3,39,p,0.3856518330030667,1,52,1,Famous,0
2,3,40,q,0.3802177079996909,3,119,0,New,0
2,3,41,p,0.5856900420003512,1,11,0,New,1
2,3,42,p,0.4671700420003617,1,12,1,Famous,0
2,3,43,q,0.3086482500002603,1,19,0,New,0
2,3,44,q,0.39505545800057007,1,64,0,New,0
2,3,45,p,0.3884435840009246,1,46,1,Famous,0
2,3,46,q,0.6188581249989511,1,19,1,Famous,1
2,3,47,q,0.528546625002491,1,132,0,New,0
2,3,48,p,0.4721318750016508,2,54,1,Famous,0
2,3,49,q,0.8171667919996253,2,69,0,New,0
2,3,50,p,0.626648417000979,1,37,1,Famous,0
2,3,51,q,0.6867948750004871,3,123,0,New,0
2,3,52,p,0.626638792000449,2,47,0,New,1
2,3,53,p,0.62771958400117,2,50,1,Famous,0
2,3,54,q,0.4047489590011537,2,74,0,New,0
2,3,55,p,0.3579229170027247,1,38,0,New,1
2,3,56,p,0.3622302090006997,2,56,0,New,1
2,3,57,q,0.7068088749983872,2,13,1,Famous,1
2,3,58,p,0.8528266249995795,1,31,1,Famous,0
2,3,59,q,0.7687740000001213,3,35,1,Famous,1
2,3,60,q,0.6952335839996522,3,59,1,Famous,1
3,1,1,p,0.8671608750009909,2,14,1,Famous,0
3,1,2,p,0.75976087500021094,3,128,0,New,1
3,1,3,q,0.6937105409997457,2,5,1,Famous,1
3,1,4,q,0.7071839999989606,2,36,1,Famous,1
3,1,5,q,0.7750135419992148,1,52,1,Famous,1
3,1,6,q,0.8117826659981802,2,50,0,New,0
3,1,9,q,0.6342115409970575,3,83,0,New,0
3,1,10,q,0.6876902500007418,3,136,0,New,0
3,1,11,q,0.8498011250012496,3,4,1,Famous,1
3,1,12,q,0.7772844589999295,2,68,0,New,0
3,1,13,q,0.7066530000010971,2,33,1,Famous,1
3,1,14,q,0.8568290000002889,2,29,1,Famous,1
3,1,15,q,0.8594244579981023,3,24,1,Famous,1
3,1,16,q,0.7553822090012545,2,35,1,Famous,1
3,1,17,p,0.8512247500002559,3,44,1,Famous,0
3,1,20,p,0.8450391660007881,1,122,0,New,1
3,1,21,q,0.7271447079983773,1,39,0,New,0
3,1,22,q,0.5780048339984205,1,41,0,New,0
3,1,23,p,0.7600009170018893,2,21,0,New,1
3,1,24,q,0.76323104200128,2,153,0,New,0
3,1,25,q,0.7003246669992222,2,39,1,Famous,1
3,1,26,q,0.6544251249979425,3,9,1,Famous,1
3,1,27,q,0.6030886250009644,2,91,0,New,0
3,1,28,p,0.8663162920020113,1,21,1,Famous,0
3,1,29,q,0.7035473750001984,1,46,1,Famous,1
3,1,30,q,0.766645833999064,1,14,0,New,0
3,1,32,q,0.6703357500009588,1,16,0,New,0
3,1,33,q,0.6907783749993541,1,41,1,Famous,1
3,1,34,p,0.6940240410003753,3,28,1,Famous,0
3,1,35,q,0.6191068750013073,2,60,1,Famous,1
3,1,36,q,0.6964044169981207,1,49,1,Famous,1
3,1,37,p,0.7561068750001141,2,105,0,New,1
3,1,38,p,0.7593696250005451,2,111,0,New,1
3,1,39,q,0.6985121249999793,2,38,1,Famous,1
3,1,40,q,0.7648465419988497,2,58,1,Famous,1
3,1,41,q,0.8564712910010712,2,20,1,Famous,1
3,1,42,q,0.6997269169987703,3,32,1,Famous,1
3,1,43,p,0.7199355000011565,2,100,0,New,1
3,1,45,p,0.7724582500013639,2,7,1,Famous,0
3,1,46,p,0.723114959000668,3,59,0,New,1
3,1,48,p,0.758327958999871,2,106,0,New,1
3,1,50,q,0.5753642919989943,2,13,0,New,0
3,1,51,p,0.7866537089976191,3,17,1,Famous,0
3,1,52,q,0.7817282500000147,2,40,1,Famous,1
3,1,54,q,0.701426250001532,3,51,1,Famous,1
3,1,55,p,0.8405601670019678,1,135,0,New,1
3,1,56,q,0.8215994169986516,3,78,0,New,0
3,1,57,q,0.5268790830014041,1,27,0,New,0
3,1,58,p,0.6849792080029147,3,112,0,New,1
3,1,59,p,0.634572124999977,2,92,0,New,1
3,1,60,q,0.5936694170013652,3,29,0,New,0
3,2,1,p,0.778290250000282,1,28,1,Famous,0
3,2,2,q,0.6186275410000235,3,52,1,Famous,1
3,2,3,p,0.6333755419982481,2,44,0,New,1
3,2,4,q,0.6227149170008488,3,46,1,Famous,1
3,2,5,p,0.5858778750007332,2,57,0,New,1
3,2,6,p,0.6726044169990928,3,64,0,New,1
3,2,7,q,0.6206973749976896,3,35,1,Famous,1
3,2,8,q,0.6198531669979275,3,49,1,Famous,1
3,2,9,q,0.763088957999571,2,4,0,New,0
3,2,10,q,0.8558523339997919,1,5,1,Famous,1
3,2,11,p,0.6183673339983216,2,84,0,New,1
3,2,12,p,0.7668285829968227,1,36,1,Famous,0
3,2,14,p,0.6960427499980142,2,17,1,Famous,0
3,2,15,q,0.6289933330008353,2,32,1,Famous,1
3,2,16,q,0.6891043340001488,1,60,1,Famous,1
3,2,17,p,0.682767333000811,2,82,0,New,1
3,2,18,q,0.7037602499985951,3,14,1,Famous,1
3,2,19,q,0.7840630840000813,1,40,1,Famous,1
3,2,20,q,0.6986081249997369,1,74,0,New,0
3,2,21,q,0.6179273750021821,3,7,1,Famous,1
3,2,22,p,0.7021638329970301,2,12,1,Famous,0
3,2,23,p,0.6904023749993939,1,152,0,New,1
3,2,24,q,0.695696124999813,3,39,1,Famous,1
3,2,25,q,0.8248304580010881,2,1,1,Famous,1
3,2,26,q,0.6918283339982736,1,12,0,New,0
3,2,27,q,0.7049092919987743,2,23,1,Famous,1
3,2,28,q,0.7780459999994491,2,11,1,Famous,1
3,2,29,q,0.6334460840007523,3,97,0,New,0
3,2,30,q,0.7733307500020601,3,29,1,Famous,1
3,2,31,p,0.7580971669995051,2,71,0,New,1
3,2,32,q,0.7012690830015345,2,44,1,Famous,1
3,2,33,q,0.5993412909992912,3,45,0,New,0
3,2,34,q,0.8368806250000489,1,118,0,New,0
3,2,38,q,0.8519741249983781,2,9,1,Famous,1
3,2,39,p,0.6810550419977517,3,73,0,New,1
3,2,40,p,0.7774956670000392,3,20,1,Famous,0
3,2,41,q,0.7043563329971221,2,24,1,Famous,1
3,2,43,p,0.7610032499978843,2,120,0,New,1
3,2,44,q,0.5394712909983355,1,58,1,Famous,1
3,2,45,q,0.7807877920022293,3,33,1,Famous,1
3,2,46,q,0.6932099160003418,2,51,1,Famous,1
3,2,47,p,0.6970244170006481,1,4,1,Famous,0
3,2,48,p,0.7547776249994058,2,129,0,New,1
3,2,50,q,0.6715521250007441,1,79,0,New,0
3,2,52,p,0.6778308749999269,1,76,0,New,1
3,2,53,q,0.8595435409988568,3,21,1,Famous,1
3,2,54,q,0.8373689170002763,3,140,0,New,0
3,2,55,q,0.836456167002325,3,119,0,New,0
3,2,56,p,0.7247617919965705,2,101,0,New,1
3,2,57,q,0.707079416999477,2,41,1,Famous,1
3,2,58,p,0.6862107920023846,3,145,0,New,1
3,2,59,q,0.7624157089994696,3,108,0,New,0
3,2,60,q,0.6364964590029558,3,56,0,New,0
3,3,1,q,0.845071875002759,1,7,1,Famous,1
3,3,2,q,0.7814535830002569,1,33,1,Famous,1
3,3,3,p,0.8352186670017545,3,117,0,New,1
3,3,4,q,0.6201152919966262,1,80,0,New,0
3,3,5,q,0.8570659169999999,1,20,1,Famous,1
3,3,6,q,0.6155782499990892,1,9,1,Famous,1
3,3,7,q,0.7081445840012748,1,51,1,Famous,1
3,3,8,p,0.861364667001908,1,17,1,Famous,0
3,3,9,q,0.7018290419982804,3,5,1,Famous,1
3,3,10,p,0.7766387919982662,1,14,1,Famous,0
3,3,11,q,0.5971019589997013,3,62,0,New,0
3,3,12,q,0.6790492919972166,1,51,0,New,0
3,3,13,p,0.6986250830013887,1,1,1,Famous,0
3,3,15,q,0.622701792002772,1,23,0,New,0
3,3,16,q,0.6937828750014887,1,39,1,Famous,1
3,3,17,p,0.6853979580009764,2,146,0,New,1
3,3,18,p,0.682624583998404,1,124,0,New,1
3,3,19,q,0.7723948329985433,1,35,1,Famous,1
3,3,20,q,0.7025802919997659,2,49,1,Famous,1
3,3,21,p,0.5873715000016091,1,69,0,New,1
3,3,22,q,0.6198379999987083,3,60,1,Famous,1
3,3,23,p,0.7595857079977577,3,144,0,New,1
3,3,24,q,0.5779411250005069,3,61,0,New,0
3,3,25,q,0.6238879999982601,1,18,0,New,0
3,3,26,q,0.7011647920007817,1,32,1,Famous,1
3,3,27,p,0.7830849999991187,1,11,1,Famous,0
3,3,28,q,0.6279310000027181,2,52,1,Famous,1
3,3,29,p,0.6522964579999098,3,102,0,New,1
3,3,30,q,0.5359299579977232,3,77,0,New,0
3,3,31,q,0.6980366250027146,1,23,1,Famous,1
3,3,33,q,0.6946842500001367,1,29,1,Famous,1
3,3,34,p,0.6046263749994978,2,142,0,New,1
3,3,35,q,0.6951097920027678,2,46,1,Famous,1
3,3,36,q,0.615300458001002,3,41,1,Famous,1
3,3,37,q,0.6907076250026876,3,58,1,Famous,1
3,3,38,q,0.7807405420026043,2,21,1,Famous,1
3,3,39,q,0.7645649580008467,3,36,1,Famous,1
3,3,40,q,0.7785127079987433,1,12,1,Famous,1
3,3,41,q,0.8003250410001783,1,95,0,New,0
3,3,42,q,0.700304750000214,1,38,1,Famous,1
3,3,43,p,0.7837850420000905,2,28,1,Famous,0
3,3,44,q,0.5988107500015758,1,36,0,New,0
3,3,45,p,0.7466317919970606,2,93,0,New,1
3,3,46,p,0.8380447909985378,1,148,0,New,1
3,3,47,p,0.7948387920005189,1,66,0,New,1
3,3,48,p,0.6846525420005491,3,28,0,New,1
3,3,49,p,0.7610182500029623,2,126,0,New,1
3,3,51,q,0.7000625000000582,1,44,1,Famous,1
3,3,52,p,0.7600031660003879,3,147,0,New,1
3,3,53,q,0.618679457998951,3,40,1,Famous,1
3,3,54,p,0.759686707999208,2,109,0,New,1
3,3,55,p,0.6815946659990004,1,25,0,New,1
3,3,56,p,0.6833964159995958,3,10,0,New,1
3,3,57,p,0.5616040419990895,2,43,0,New,1
3,3,58,q,0.784421750002366,1,24,1,Famous,1
3,3,59,p,0.8642578750004759,2,4,1,Famous,0
3,3,60,p,0.687662915999681,1,42,0,New,1
4,1,1,q,0.8479084169994167,3,41,1,Famous,1
4,1,3,q,0.6852407499973197,2,47,1,Famous,1
4,1,6,q,0.6828560419999121,2,120,0,New,0
4,1,8,q,0.624249417000101,1,45,1,Famous,1
4,1,9,p,0.22741374999895925,1,42,1,Famous,0
4,1,10,q,0.6174024169995391,1,20,1,Famous,1
4,1,11,q,0.8391347500000848,2,8,1,Famous,1
4,1,12,p,0.8159807499978342,1,21,0,New,1
4,1,13,q,0.7793130419995578,3,24,1,Famous,1
4,1,14,q,0.844323749999603,3,27,1,Famous,1
4,1,15,p,0.8511715419990651,1,17,1,Famous,0
4,1,16,q,0.6873619170000893,2,58,1,Famous,1
4,1,17,q,0.6862093749987253,3,93,0,New,0
4,1,19,p,0.7598167920004926,3,105,0,New,1
4,1,20,q,0.8422973749984521,2,135,0,New,0
4,1,21,q,0.5583962499986228,2,30,0,New,0
4,1,22,p,0.7887502499979746,3,36,0,New,1
4,1,23,q,0.7779107079986716,3,87,0,New,0
4,1,24,q,0.8565319999979693,1,19,1,Famous,1
4,1,25,q,0.6822827079995477,1,13,0,New,0
4,1,26,q,0.7894947499989939,2,23,1,Famous,1
4,1,27,q,0.7414603329998499,2,20,0,New,0
4,1,29,q,0.7587009589988156,1,129,0,New,0
4,1,31,p,0.6808973750012228,1,38,0,New,1
4,1,33,p,0.7644946669970523,2,102,0,New,1
4,1,34,q,0.6665130000001227,3,97,0,New,0
4,1,35,q,0.8574533329992846,3,14,1,Famous,1
4,1,36,p,0.8500296249985695,3,2,1,Famous,0
4,1,37,q,0.8635690000010072,2,57,1,Famous,1
4,1,38,p,0.8237332499993499,2,27,0,New,1
4,1,39,p,0.812565000000177,2,68,0,New,1
4,1,40,p,0.8657346670006518,1,30,1,Famous,0
4,1,41,p,0.7302012079999258,3,43,0,New,1
4,1,42,p,0.7646202500000072,3,88,0,New,1
4,1,43,q,0.706581250000454,3,46,1,Famous,1
4,1,45,p,0.7704308749998745,1,36,1,Famous,0
4,1,46,q,0.7644008330025827,3,115,0,New,0
4,1,47,q,0.7791449579999608,1,44,1,Famous,1
4,1,49,p,0.7587474579995614,2,51,0,New,1
4,1,51,p,0.7774067499994999,1,52,1,Famous,0
4,1,52,q,0.7861741249980696,2,4,1,Famous,1
4,1,53,p,0.8347912079989328,3,150,0,New,1
4,1,55,q,0.6682319999999891,3,17,0,New,0
4,1,57,q,0.8416060410017963,1,145,0,New,0
4,1,58,p,0.738987000000634,3,9,0,New,1
4,2,3,q,0.8530705000011949,1,4,1,Famous,1
4,2,6,p,0.6296381249994738,3,1,0,New,1
4,2,7,q,0.8504654169992136,1,23,1,Famous,1
4,2,10,p,0.7290858750020561,2,7,0,New,1
4,2,13,p,0.6005911669999477,1,77,0,New,1
4,2,15,q,0.8519283330024336,2,7,1,Famous,1
4,2,17,q,0.7723485000024084,3,52,1,Famous,1
4,2,19,q,0.6761084579993621,1,62,0,New,0
4,2,21,q,0.82429283400051645,3,12,0,New,0
4,2,25,p,0.7709174170013284,3,36,1,Famous,0
4,2,26,q,0.7827491249990999,3,42,1,Famous,1
4,2,28,p,0.6311619590014743,2,91,0,New,1
