pid,block,trial,keypress,rt,ori,stim,fam,cond,acc
3,3,22,q,1.175528542000393,1,20,1,Famous,1
3,3,23,q,0.8016702079985407,1,1,1,Famous,1
3,3,24,q,1.2276936670023133,3,14,1,Famous,1
3,3,25,q,0.8654162499988161,2,19,1,Famous,1
3,3,26,p,1.1497438750011495,3,153,0,New,1
3,3,27,p,0.7031055000006745,2,72,0,New,1
3,3,28,p,0.746538542000053,2,107,0,New,1
3,3,29,p,1.0499937079985102,3,33,0,New,1
3,3,30,q,1.0620965829984923,2,10,1,Famous,1
3,3,31,q,0.910499792000337,3,6,1,Famous,1
3,3,32,p,0.9617766669980484,3,57,1,Famous,0
3,3,33,p,1.1770234579998942,3,23,1,Famous,0
3,3,34,p,0.9711862090007344,3,11,0,New,1
3,3,35,q,0.76531095899918,1,27,1,Famous,1
3,3,36,p,1.042303666999942,3,30,0,New,1
3,3,37,q,0.9258344170011696,3,33,1,Famous,1
3,3,38,p,1.006096749999415,3,34,1,Famous,0
3,3,39,q,1.0264537090006345,2,26,1,Famous,1
3,3,40,p,1.0500090000023192,2,115,0,New,1
3,3,41,p,0.9231156669993652,3,9,0,New,1
3,3,42,q,0.8718850840014056,1,12,1,Famous,1
3,3,43,p,0.805466833000537,1,26,0,New,1
3,3,44,p,0.7484587079998164,2,56,0,New,1
3,3,45,q,0.9472404590014776,1,42,1,Famous,1
3,3,46,q,0.970408999997744,1,30,1,Famous,1
3,3,47,q,0.9097026249983172,3,54,1,Famous,1
3,3,48,p,0.8056280829987372,2,76,0,New,1
3,3,49,p,0.8450748329996713,1,120,0,New,1
3,3,50,p,0.742417249999562,2,50,0,New,1
3,3,51,p,0.8455418329976965,2,124,0,New,1
3,3,52,p,0.7144096670017461,3,45,0,New,1
3,3,53,p,0.7350765830015007,3,17,0,New,1
3,3,54,p,1.021090958998684,2,95,0,New,1
3,3,55,p,0.8181584999983897,3,98,0,New,1
3,3,56,p,0.7043455000020913,1,94,0,New,1
3,3,57,p,0.6868562919989927,3,75,0,New,1
3,3,58,p,0.8373912499992002,3,80,0,New,1
3,3,59,p,0.95035524999912,1,152,0,New,1
3,3,60,p,1.0592559579999945,3,7,0,New,1
